root,multiAccept,sendfile,compression,noCompression,serverCache,keepalive,basicAuth,tls,ecdsaCertificate,aesTls,tlsMoreBits,tcpNoDelay,tcpNoPush,processCount,compressionLevel,performance
1,0,1,0,1,1,1,0,0,0,0,0,0,1,8,1,2.2876
1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,2.3652
1,0,1,0,1,1,1,0,0,0,0,0,1,0,2,1,2.3644
1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,1,2.3622
1,0,1,0,1,1,1,0,0,0,0,0,1,0,8,1,2.3648
1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,2.2882
1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,1,2.2978
1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,1,2.2912
1,0,1,0,1,1,1,0,0,0,0,0,1,1,8,1,2.2892
1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2.0586
1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2.2882
1,1,0,0,1,0,1,0,0,0,0,0,0,0,4,1,2.2886
1,1,0,0,1,0,1,0,0,0,0,0,0,0,8,1,2.2862
1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2.0586
1,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,2.281
1,1,0,0,1,0,1,0,0,0,0,0,0,1,4,1,2.2994
1,1,0,0,1,0,1,0,0,0,0,0,0,1,8,1,2.2864
1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2.1044
1,1,0,0,1,0,1,0,0,0,0,0,1,0,2,1,2.2828
1,1,0,0,1,0,1,0,0,0,0,0,1,0,4,1,2.264
1,1,0,0,1,0,1,0,0,0,0,0,1,0,8,1,2.2564
1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2.059
1,1,0,0,1,0,1,0,0,0,0,0,1,1,2,1,2.2792
1,1,0,0,1,0,1,0,0,0,0,0,1,1,4,1,2.252
1,1,0,0,1,0,1,0,0,0,0,0,1,1,8,1,2.278
1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2.0576
1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2.2274
1,1,0,0,1,1,1,0,0,0,0,0,0,0,4,1,2.1444
1,1,0,0,1,1,1,0,0,0,0,0,0,0,8,1,2.1338
1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2.0566
1,1,0,0,1,1,1,0,0,0,0,0,0,1,2,1,2.2348
1,1,0,0,1,1,1,0,0,0,0,0,0,1,4,1,2.1674
1,1,0,0,1,1,1,0,0,0,0,0,0,1,8,1,2.1318
1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,2.0584
1,1,0,0,1,1,1,0,0,0,0,0,1,0,2,1,2.2168
1,1,0,0,1,1,1,0,0,0,0,0,1,0,4,1,2.1092
1,1,0,0,1,1,1,0,0,0,0,0,1,0,8,1,2.1406
1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,2.0568
1,1,0,0,1,1,1,0,0,0,0,0,1,1,2,1,2.1274
1,1,0,0,1,1,1,0,0,0,0,0,1,1,4,1,2.2602
1,1,0,0,1,1,1,0,0,0,0,0,1,1,8,1,2.2248
1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2.3572
1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,2.3484
1,1,1,0,1,0,1,0,0,0,0,0,0,0,4,1,2.3538
1,1,1,0,1,0,1,0,0,0,0,0,0,0,8,1,2.3504
1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,2.2918
1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,1,2.2908
1,1,1,0,1,0,1,0,0,0,0,0,0,1,4,1,2.291
1,1,1,0,1,0,1,0,0,0,0,0,0,1,8,1,2.2904
1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,2.3638
1,1,1,0,1,0,1,0,0,0,0,0,1,0,2,1,2.364
1,1,1,0,1,0,1,0,0,0,0,0,1,0,4,1,2.3638
1,1,1,0,1,0,1,0,0,0,0,0,1,0,8,1,2.3636
1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,2.2894
1,1,1,0,1,0,1,0,0,0,0,0,1,1,2,1,2.2926
1,1,1,0,1,0,1,0,0,0,0,0,1,1,4,1,2.2898
1,1,1,0,1,0,1,0,0,0,0,0,1,1,8,1,2.29
1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,2.356
1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,1,2.3534
1,1,1,0,1,1,1,0,0,0,0,0,0,0,4,1,2.3608
1,1,1,0,1,1,1,0,0,0,0,0,0,0,8,1,2.3634
1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,2.2924
1,1,1,0,1,1,1,0,0,0,0,0,0,1,2,1,2.2904
1,1,1,0,1,1,1,0,0,0,0,0,0,1,4,1,2.2876
1,1,1,0,1,1,1,0,0,0,0,0,0,1,8,1,2.2924
1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,2.3676
1,1,1,0,1,1,1,0,0,0,0,0,1,0,2,1,2.3644
1,1,1,0,1,1,1,0,0,0,0,0,1,0,4,1,2.3672
1,1,1,0,1,1,1,0,0,0,0,0,1,0,8,1,2.3632
1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,2.2914
1,1,1,0,1,1,1,0,0,0,0,0,1,1,2,1,2.287
1,1,1,0,1,1,1,0,0,0,0,0,1,1,4,1,2.2922
1,1,1,0,1,1,1,0,0,0,0,0,1,1,8,1,2.2896
1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,17.3946
1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,8.1714
1,0,0,0,1,0,1,1,0,0,0,0,0,0,4,1,4.038
1,0,0,0,1,0,1,1,0,0,0,0,0,0,8,1,4.2112
1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,17.3426
1,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,8.3218
1,0,0,0,1,0,1,1,0,0,0,0,0,1,4,1,4.0478
1,0,0,0,1,0,1,1,0,0,0,0,0,1,8,1,4.0752
1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,17.056
1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,1,8.125
1,0,0,0,1,0,1,1,0,0,0,0,1,0,4,1,4.1804
1,0,0,0,1,0,1,1,0,0,0,0,1,0,8,1,4.0796
1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,17.1478
1,0,0,0,1,0,1,1,0,0,0,0,1,1,2,1,8.0584
1,0,0,0,1,0,1,1,0,0,0,0,1,1,4,1,4.0686
1,0,0,0,1,0,1,1,0,0,0,0,1,1,8,1,4.1118
1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,16.2754
1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,8.2638
1,0,0,0,1,1,1,1,0,0,0,0,0,0,4,1,3.9898
1,0,0,0,1,1,1,1,0,0,0,0,0,0,8,1,4.1402
1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,16.612
1,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,8.281
1,0,0,0,1,1,1,1,0,0,0,0,0,1,4,1,4.062
1,0,0,0,1,1,1,1,0,0,0,0,0,1,8,1,4.1242
1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,17.0486
1,0,0,0,1,1,1,1,0,0,0,0,1,0,2,1,8.123
1,0,0,0,1,1,1,1,0,0,0,0,1,0,4,1,4.0386
1,0,0,0,1,1,1,1,0,0,0,0,1,0,8,1,4.085
1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16.4256
1,0,0,0,1,1,1,1,0,0,0,0,1,1,2,1,8.0474
1,0,0,0,1,1,1,1,0,0,0,0,1,1,4,1,4.0254
1,0,0,0,1,1,1,1,0,0,0,0,1,1,8,1,4.0442
1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,17.0636
1,0,1,0,1,0,1,1,0,0,0,0,0,0,2,1,8.7236
1,0,1,0,1,0,1,1,0,0,0,0,0,0,4,1,4.336
1,0,1,0,1,0,1,1,0,0,0,0,0,0,8,1,4.3088
1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,16.8266
1,0,1,0,1,0,1,1,0,0,0,0,0,1,2,1,8.3334
1,0,1,0,1,0,1,1,0,0,0,0,0,1,4,1,4.3192
1,0,1,0,1,0,1,1,0,0,0,0,0,1,8,1,4.2632
1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,16.9956
1,0,1,0,1,0,1,1,0,0,0,0,1,0,2,1,8.2614
1,0,1,0,1,0,1,1,0,0,0,0,1,0,4,1,4.3466
1,0,1,0,1,0,1,1,0,0,0,0,1,0,8,1,4.3216
1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,17.1432
1,0,1,0,1,0,1,1,0,0,0,0,1,1,2,1,8.3436
1,0,1,0,1,0,1,1,0,0,0,0,1,1,4,1,4.216
1,0,1,0,1,0,1,1,0,0,0,0,1,1,8,1,4.2102
1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,16.4992
1,0,1,0,1,1,1,1,0,0,0,0,0,0,2,1,8.3182
1,0,1,0,1,1,1,1,0,0,0,0,0,0,4,1,4.2176
1,0,1,0,1,1,1,1,0,0,0,0,0,0,8,1,4.296
1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,17.11
1,0,1,0,1,1,1,1,0,0,0,0,0,1,2,1,8.4446
1,0,1,0,1,1,1,1,0,0,0,0,0,1,4,1,4.348
1,0,1,0,1,1,1,1,0,0,0,0,0,1,8,1,4.2258
1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,17.4522
1,0,1,0,1,1,1,1,0,0,0,0,1,0,2,1,8.2688
1,0,1,0,1,1,1,1,0,0,0,0,1,0,4,1,4.2326
1,0,1,0,1,1,1,1,0,0,0,0,1,0,8,1,4.1454
1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,17.364
1,0,1,0,1,1,1,1,0,0,0,0,1,1,2,1,8.282
1,0,1,0,1,1,1,1,0,0,0,0,1,1,4,1,4.1444
1,0,1,0,1,1,1,1,0,0,0,0,1,1,8,1,4.2812
1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,15.9604
1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,8.2504
1,1,0,0,1,0,1,1,0,0,0,0,0,0,4,1,4.1186
1,1,0,0,1,0,1,1,0,0,0,0,0,0,8,1,4.1256
1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,16.6034
1,1,0,0,1,0,1,1,0,0,0,0,0,1,2,1,8.1902
1,1,0,0,1,0,1,1,0,0,0,0,0,1,4,1,4.211
1,1,0,0,1,0,1,1,0,0,0,0,0,1,8,1,4.2276
1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,16.2638
1,1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,8.1646
1,1,0,0,1,0,1,1,0,0,0,0,1,0,4,1,4.052
1,1,0,0,1,0,1,1,0,0,0,0,1,0,8,1,4.353
1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,16.2178
1,1,0,0,1,0,1,1,0,0,0,0,1,1,2,1,8.21
1,1,0,0,1,0,1,1,0,0,0,0,1,1,4,1,4.0662
1,1,0,0,1,0,1,1,0,0,0,0,1,1,8,1,4.2126
1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,16.3406
1,1,0,0,1,1,1,1,0,0,0,0,0,0,2,1,8.2382
1,1,0,0,1,1,1,1,0,0,0,0,0,0,4,1,3.9936
1,1,0,0,1,1,1,1,0,0,0,0,0,0,8,1,4.0602
1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,16.6074
1,1,0,0,1,1,1,1,0,0,0,0,0,1,2,1,8.0372
1,1,0,0,1,1,1,1,0,0,0,0,0,1,4,1,3.9918
1,1,0,0,1,1,1,1,0,0,0,0,0,1,8,1,4.2004
1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,16.8126
1,1,0,0,1,1,1,1,0,0,0,0,1,0,2,1,8.1168
1,1,0,0,1,1,1,1,0,0,0,0,1,0,4,1,4.022
1,1,0,0,1,1,1,1,0,0,0,0,1,0,8,1,4.1558
1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16.5324
1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,1,8.2536
1,1,0,0,1,1,1,1,0,0,0,0,1,1,4,1,4.1264
1,1,0,0,1,1,1,1,0,0,0,0,1,1,8,1,4.0724
1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,16.5818
1,1,1,0,1,0,1,1,0,0,0,0,0,0,2,1,8.3428
1,1,1,0,1,0,1,1,0,0,0,0,0,0,4,1,4.3144
1,1,1,0,1,0,1,1,0,0,0,0,0,0,8,1,4.4606
1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,16.907
1,1,1,0,1,0,1,1,0,0,0,0,0,1,2,1,8.4008
1,1,1,0,1,0,1,1,0,0,0,0,0,1,4,1,4.201
1,1,1,0,1,0,1,1,0,0,0,0,0,1,8,1,4.3014
1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,17.0072
1,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1,8.3706
1,1,1,0,1,0,1,1,0,0,0,0,1,0,4,1,4.2622
1,1,1,0,1,0,1,1,0,0,0,0,1,0,8,1,4.3646
1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,16.682
1,1,1,0,1,0,1,1,0,0,0,0,1,1,2,1,8.3798
1,1,1,0,1,0,1,1,0,0,0,0,1,1,4,1,4.2382
1,1,1,0,1,0,1,1,0,0,0,0,1,1,8,1,4.2572
1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,16.5768
1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,8.2882
1,1,1,0,1,1,1,1,0,0,0,0,0,0,4,1,4.2062
1,1,1,0,1,1,1,1,0,0,0,0,0,0,8,1,4.1996
1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,17.2258
1,1,1,0,1,1,1,1,0,0,0,0,0,1,2,1,8.2768
1,1,1,0,1,1,1,1,0,0,0,0,0,1,4,1,4.3576
1,1,1,0,1,1,1,1,0,0,0,0,0,1,8,1,4.2056
1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,16.1906
1,1,1,0,1,1,1,1,0,0,0,0,1,0,2,1,8.448
1,1,1,0,1,1,1,1,0,0,0,0,1,0,4,1,4.155
1,1,1,0,1,1,1,1,0,0,0,0,1,0,8,1,4.1752
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,15.9302
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,1,8.1272
1,1,1,0,1,1,1,1,0,0,0,0,1,1,4,1,4.2156
1,1,1,0,1,1,1,1,0,0,0,0,1,1,8,1,4.239
1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,393.7852
1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,369.2444
1,0,0,0,1,0,0,0,1,1,0,0,0,0,4,1,370.2894
1,0,0,0,1,0,0,0,1,1,0,0,0,0,8,1,369.7886
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,395.7918
1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,1,367.9872
1,0,0,0,1,0,0,0,1,1,0,0,0,1,4,1,368.6264
1,0,0,0,1,0,0,0,1,1,0,0,0,1,8,1,368.8612
1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,393.3094
1,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,370.6484
1,0,0,0,1,0,0,0,1,1,0,0,1,0,4,1,367.828
1,0,0,0,1,0,0,0,1,1,0,0,1,0,8,1,370.547
1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,394.871
1,0,0,0,1,0,0,0,1,1,0,0,1,1,2,1,368.9954
1,0,0,0,1,0,0,0,1,1,0,0,1,1,4,1,366.1296
1,0,0,0,1,0,0,0,1,1,0,0,1,1,8,1,368.8784
1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,390.0688
1,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,371.7448
1,0,0,0,1,1,0,0,1,1,0,0,0,0,4,1,368.76
1,0,0,0,1,1,0,0,1,1,0,0,0,0,8,1,370.1622
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,397.8418
1,0,0,0,1,1,0,0,1,1,0,0,0,1,2,1,370.3004
1,0,0,0,1,1,0,0,1,1,0,0,0,1,4,1,368.3892
1,0,0,0,1,1,0,0,1,1,0,0,0,1,8,1,370.4536
1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,400.0788
1,0,0,0,1,1,0,0,1,1,0,0,1,0,2,1,369.2972
1,0,0,0,1,1,0,0,1,1,0,0,1,0,4,1,369.534
1,0,0,0,1,1,0,0,1,1,0,0,1,0,8,1,369.4944
1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,390.7578
1,0,0,0,1,1,0,0,1,1,0,0,1,1,2,1,368.9742
1,0,0,0,1,1,0,0,1,1,0,0,1,1,4,1,367.9718
1,0,0,0,1,1,0,0,1,1,0,0,1,1,8,1,371.5682
1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,395.2012
1,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,370.111
1,0,1,0,1,0,0,0,1,1,0,0,0,0,4,1,368.0764
1,0,1,0,1,0,0,0,1,1,0,0,0,0,8,1,367.6862
1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,392.6996
1,0,1,0,1,0,0,0,1,1,0,0,0,1,2,1,370.5704
1,0,1,0,1,0,0,0,1,1,0,0,0,1,4,1,368.7842
1,0,1,0,1,0,0,0,1,1,0,0,0,1,8,1,369.0814
1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,392.0014
1,0,1,0,1,0,0,0,1,1,0,0,1,0,2,1,370.0244
1,0,1,0,1,0,0,0,1,1,0,0,1,0,4,1,368.9748
1,0,1,0,1,0,0,0,1,1,0,0,1,0,8,1,368.3164
1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,393.675
1,0,1,0,1,0,0,0,1,1,0,0,1,1,2,1,370.6718
1,0,1,0,1,0,0,0,1,1,0,0,1,1,4,1,368.9044
1,0,1,0,1,0,0,0,1,1,0,0,1,1,8,1,369.4826
1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,400.671
1,0,1,0,1,1,0,0,1,1,0,0,0,0,2,1,369.8396
1,0,1,0,1,1,0,0,1,1,0,0,0,0,4,1,371.1074
1,0,1,0,1,1,0,0,1,1,0,0,0,0,8,1,369.8032
1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,400.5706
1,0,1,0,1,1,0,0,1,1,0,0,0,1,2,1,369.776
1,0,1,0,1,1,0,0,1,1,0,0,0,1,4,1,369.3028
1,0,1,0,1,1,0,0,1,1,0,0,0,1,8,1,370.0154
1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,392.2302
1,0,1,0,1,1,0,0,1,1,0,0,1,0,2,1,369.5034
1,0,1,0,1,1,0,0,1,1,0,0,1,0,4,1,368.087
1,0,1,0,1,1,0,0,1,1,0,0,1,0,8,1,369.4858
1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,393.6204
1,0,1,0,1,1,0,0,1,1,0,0,1,1,2,1,369.4394
1,0,1,0,1,1,0,0,1,1,0,0,1,1,4,1,369.088
1,0,1,0,1,1,0,0,1,1,0,0,1,1,8,1,368.5032
1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,399.5146
1,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1,370.9928
1,1,0,0,1,0,0,0,1,1,0,0,0,0,4,1,369.2386
1,1,0,0,1,0,0,0,1,1,0,0,0,0,8,1,370.0206
1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,400.559
1,1,0,0,1,0,0,0,1,1,0,0,0,1,2,1,371.2224
1,1,0,0,1,0,0,0,1,1,0,0,0,1,4,1,369.3844
1,1,0,0,1,0,0,0,1,1,0,0,0,1,8,1,370.8524
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,401.3972
1,1,0,0,1,0,0,0,1,1,0,0,1,0,2,1,370.5204
1,1,0,0,1,0,0,0,1,1,0,0,1,0,4,1,370.1978
1,1,0,0,1,0,0,0,1,1,0,0,1,0,8,1,369.9284
1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,401.0906
1,1,0,0,1,0,0,0,1,1,0,0,1,1,2,1,371.4578
1,1,0,0,1,0,0,0,1,1,0,0,1,1,4,1,368.7124
1,1,0,0,1,0,0,0,1,1,0,0,1,1,8,1,369.688
1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,398.8936
1,1,0,0,1,1,0,0,1,1,0,0,0,0,2,1,368.2268
1,1,0,0,1,1,0,0,1,1,0,0,0,0,4,1,369.981
1,1,0,0,1,1,0,0,1,1,0,0,0,0,8,1,370.4292
1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,400.0976
1,1,0,0,1,1,0,0,1,1,0,0,0,1,2,1,371.1858
1,1,0,0,1,1,0,0,1,1,0,0,0,1,4,1,369.0194
1,1,0,0,1,1,0,0,1,1,0,0,0,1,8,1,367.5714
1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,399.1952
1,1,0,0,1,1,0,0,1,1,0,0,1,0,2,1,370.8998
1,1,0,0,1,1,0,0,1,1,0,0,1,0,4,1,369.833
1,1,0,0,1,1,0,0,1,1,0,0,1,0,8,1,369.2124
1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,400.0182
1,1,0,0,1,1,0,0,1,1,0,0,1,1,2,1,371.1404
1,1,0,0,1,1,0,0,1,1,0,0,1,1,4,1,371.2512
1,1,0,0,1,1,0,0,1,1,0,0,1,1,8,1,368.698
1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,399.704
1,1,1,0,1,0,0,0,1,1,0,0,0,0,2,1,370.746
1,1,1,0,1,0,0,0,1,1,0,0,0,0,4,1,368.9398
1,1,1,0,1,0,0,0,1,1,0,0,0,0,8,1,370.3922
1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,399.348
1,1,1,0,1,0,0,0,1,1,0,0,0,1,2,1,371.326
1,1,1,0,1,0,0,0,1,1,0,0,0,1,4,1,368.298
1,1,1,0,1,0,0,0,1,1,0,0,0,1,8,1,368.557
1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,406.451
1,1,1,0,1,0,0,0,1,1,0,0,1,0,2,1,370.6818
1,1,1,0,1,0,0,0,1,1,0,0,1,0,4,1,368.2762
1,1,1,0,1,0,0,0,1,1,0,0,1,0,8,1,368.0886
1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,407.958
1,1,1,0,1,0,0,0,1,1,0,0,1,1,2,1,369.0304
1,1,1,0,1,0,0,0,1,1,0,0,1,1,4,1,368.4488
1,1,1,0,1,0,0,0,1,1,0,0,1,1,8,1,367.8932
1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,406.5996
1,1,1,0,1,1,0,0,1,1,0,0,0,0,2,1,371.0668
1,1,1,0,1,1,0,0,1,1,0,0,0,0,4,1,369.9754
1,1,1,0,1,1,0,0,1,1,0,0,0,0,8,1,370.0692
1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,404.4138
1,1,1,0,1,1,0,0,1,1,0,0,0,1,2,1,369.248
1,1,1,0,1,1,0,0,1,1,0,0,0,1,4,1,369.4468
1,1,1,0,1,1,0,0,1,1,0,0,0,1,8,1,370.7384
1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,405.3886
1,1,1,0,1,1,0,0,1,1,0,0,1,0,2,1,371.077
1,1,1,0,1,1,0,0,1,1,0,0,1,0,4,1,368.6452
1,1,1,0,1,1,0,0,1,1,0,0,1,0,8,1,370.1588
1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,407.3614
1,1,1,0,1,1,0,0,1,1,0,0,1,1,2,1,370.5966
1,1,1,0,1,1,0,0,1,1,0,0,1,1,4,1,368.479
1,1,1,0,1,1,0,0,1,1,0,0,1,1,8,1,370.1158
1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,390.278
1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,369.103
1,0,0,0,1,0,0,0,1,1,1,0,0,0,4,1,369.3178
1,0,0,0,1,0,0,0,1,1,1,0,0,0,8,1,368.2612
1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,392.1866
1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,1,368.7052
1,0,0,0,1,0,0,0,1,1,1,0,0,1,4,1,368.9998
1,0,0,0,1,0,0,0,1,1,1,0,0,1,8,1,368.7188
1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,395.3912
1,0,0,0,1,0,0,0,1,1,1,0,1,0,2,1,369.7386
1,0,0,0,1,0,0,0,1,1,1,0,1,0,4,1,369.8698
1,0,0,0,1,0,0,0,1,1,1,0,1,0,8,1,368.4804
1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,390.0598
1,0,0,0,1,0,0,0,1,1,1,0,1,1,2,1,369.5466
1,0,0,0,1,0,0,0,1,1,1,0,1,1,4,1,368.6432
1,0,0,0,1,0,0,0,1,1,1,0,1,1,8,1,368.6002
1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,391.7492
1,0,0,0,1,0,0,0,1,1,1,1,0,0,2,1,369.964
1,0,0,0,1,0,0,0,1,1,1,1,0,0,4,1,368.693
1,0,0,0,1,0,0,0,1,1,1,1,0,0,8,1,369.4782
1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,391.2846
1,0,0,0,1,0,0,0,1,1,1,1,0,1,2,1,371.1564
1,0,0,0,1,0,0,0,1,1,1,1,0,1,4,1,368.1596
1,0,0,0,1,0,0,0,1,1,1,1,0,1,8,1,370.022
1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,405.5918
1,0,0,0,1,0,0,0,1,1,1,1,1,0,2,1,370.8918
1,0,0,0,1,0,0,0,1,1,1,1,1,0,4,1,368.558
1,0,0,0,1,0,0,0,1,1,1,1,1,0,8,1,368.2052
1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,399.3342
1,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,369.7406
1,0,0,0,1,0,0,0,1,1,1,1,1,1,4,1,368.4764
1,0,0,0,1,0,0,0,1,1,1,1,1,1,8,1,369.1354
1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,400.2482
1,0,0,0,1,1,0,0,1,1,1,0,0,0,2,1,369.6646
1,0,0,0,1,1,0,0,1,1,1,0,0,0,4,1,368.8682
1,0,0,0,1,1,0,0,1,1,1,0,0,0,8,1,370.7578
1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,395.6436
1,0,0,0,1,1,0,0,1,1,1,0,0,1,2,1,369.0872
1,0,0,0,1,1,0,0,1,1,1,0,0,1,4,1,368.9134
1,0,0,0,1,1,0,0,1,1,1,0,0,1,8,1,370.4512
1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,390.049
1,0,0,0,1,1,0,0,1,1,1,0,1,0,2,1,370.9364
1,0,0,0,1,1,0,0,1,1,1,0,1,0,4,1,367.8438
1,0,0,0,1,1,0,0,1,1,1,0,1,0,8,1,369.6168
1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,392.8108
1,0,0,0,1,1,0,0,1,1,1,0,1,1,2,1,370.142
1,0,0,0,1,1,0,0,1,1,1,0,1,1,4,1,368.8958
1,0,0,0,1,1,0,0,1,1,1,0,1,1,8,1,370.0286
