SECURE_DELETE,ENABLE_ATOMIC_WRITE,ENABLE_STAT2,DISABLE_LFS,DISABLE_DIRSYNC,OMIT_AUTOMATIC_INDEX,OMIT_BETWEEN_OPTIMIZATION,OMIT_BTREECOUNT,OMIT_LIKE_OPTIMIZATION,OMIT_LOOKASIDE,OMIT_OR_OPTIMIZATION,OMIT_QUICKBALANCE,OMIT_SHARED_CACHE,OMIT_XFER_OPT,<$fillrand100K
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.172390458
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.006174928
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.049737777
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.113517171
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.129335138
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.071984436
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.092285569
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.046777195
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.075198782
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.0474539
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.016917611
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.050668246
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.05481306
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.07832854
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.047200135
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.042970733
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.056251057
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.008035865
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.08095077
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.080358653
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.08179665
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.060987988
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.042970733
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.081289122
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.037472509
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.079597361
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.126543732
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.043478261
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.084757232
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.085687701
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.021908307
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.113009643
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.041871088
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.176112333
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.036288276
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.059465403
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.056843174
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.01827102
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.095838268
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.062510574
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.041532736
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.029267467
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.051852478
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.035611572
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.05134495
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.171375402
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.092285569
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.051429538
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.04787684
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.093300626
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.066232448
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.047961428
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.060311284
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.04220944
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.057266114
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.033158518
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.071984436
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.099475554
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.085856877
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.004567755
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.069023854
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.042294028
0,1,0,1,1,0,1,1,1,1,1,1,0,0,0.089747928
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.09008628
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.061749281
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.109287769
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.09575368
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.079005244
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.163847065
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.031043817
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.029944172
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.127305025
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.083911352
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.100575199
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.036880392
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.109964473
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.119861276
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.094569447
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.027237354
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.21933683
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.072914904
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.033243106
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.038487566
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.045170022
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.045170022
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.061326341
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.06919303
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.080358653
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.072999492
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.076552191
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.138978176
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.104297073
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.03569616
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.060734224
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.100828963
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.154796143
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.092370157
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.0474539
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.032397226
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.048046016
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.023853832
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.043139909
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.033835222
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.1501438
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.07832854
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.010235155
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.094231095
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.056166469
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.046438843
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.064709863
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.068177973
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.071307731
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.05092201
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.023007951
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.028759939
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.039248858
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.069785146
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.052782947
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.077990188
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.038402977
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.327271189
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.017340552
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.077567248
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.042378616
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.078159364
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.111148706
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.047623076
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.040010151
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.023769244
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.025461005
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.088225343
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.077144307
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.015395026
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.150312976
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.10184402
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.068008797
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.071307731
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.153950262
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.098037557
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.054728472
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.116816106
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.135087126
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.016494671
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.062087633
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.069277618
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.078836068
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.041532736
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.112163762
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.049737777
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.159363898
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.094315683
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.032312637
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.05658941
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.047115547
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.03002876
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.037049569
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.048553544
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.087971578
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.113686347
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.092877686
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.064286923
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.035104043
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.063187278
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.086787346
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.059719168
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.040771443
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.10184402
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.023007951
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.054643884
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.057181526
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.057773642
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.018947725
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.072914904
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.077651836
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.13271866
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.031551345
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.205295212
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.052613771
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.078497716
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.071561496
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.082980883
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.040179327
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.074691254
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.067247505
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.038402977
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.049484013
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.085433937
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.035526984
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.116816106
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.103282017
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.0247843
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.087210286
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.068939266
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.046946371
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.058534935
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.099898494
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.040517679
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.081881238
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.065555744
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.044916258
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.081542886
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.087379462
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.054220944
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.054897648
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.046269667
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.117323634
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.1140247
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.04263238
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.031635933
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.134579597
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.038487566
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.149467095
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.071561496
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.099306378
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.07528337
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.121130096
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.03349687
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.081119946
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.106411775
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.055236001
1,1,1,0,1,0,1,0,1,1,0,0,0,0,1
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.058450347
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.104043309
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.036880392
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.021485366
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.04872272
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.08966334
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.024530536
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.059803756
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.030113348
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.109964473
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.114785992
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.052190831
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.089071223
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.060734224
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.026476062
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.10615801
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.083657588
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.042378616
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.062848926
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.048638132
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.062256809
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.069446794
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.066063272
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.272881069
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.118423279
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.062003045
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.052444595
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.098206733
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.05481306
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.072069024
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.043985789
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.132041956
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.044577906
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.078074776
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.203772627
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.04787684
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.046608019
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.060987988
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.055151413
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.050668246
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.05396718
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.046185079
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.035273219
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.043055321
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.109287769
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.099052614
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.075790898
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.099560142
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.090340044
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.033750634
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.057942818
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.069446794
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.007866689
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.03874133
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.050160717
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.17188293
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.065555744
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.031382169
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.163931653
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.045423786
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.054474708
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.073845373
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.091016748
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.129504314
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.068600914
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.091101336
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.104297073
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.080697006
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.076890543
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.034850279
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.050752834
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.057350702
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.082135003
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.080612418
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.095838268
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.049061073
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.067924209
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.053290475
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.128912198
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.012688208
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.032143461
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.111233294
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.079597361
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.055320589
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.077313483
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.097107088
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.049399425
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.016156319
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.057350702
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.082388767
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.144645576
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.06048046
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.018440196
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.09922179
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.069700558
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.065640332
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.105142954
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.061157165
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.068516325
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.129588902
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.081119946
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.062595162
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.065301979
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.071138555
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.107596007
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.129081374
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.143038403
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.108695652
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0.045085434
0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.061410929
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.055574353
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.08095077
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0.056251057
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.091778041
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0.108864828
0,1,0,0,1,0,1,1,0,1,0,1,1,1,0.067332093
0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.087379462
1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.076044662
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.089155811
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.044747082
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.075790898
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.125359499
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.048215192
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.123413974
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.018524784
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.049145661
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0.067078329
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.034850279
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.051091186
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.034681103
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.093469802
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.020808662
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.121891389
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.08095077
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.052698359
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0.031212993
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.021231602
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.050414481
0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.112925055
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.028590763
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0.071476907
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.052613771
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.072069024
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.053798004
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.088563695
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.098883438
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.043393673
1,1,0,1,0,1,0,1,0,1,1,0,1,1,0.072830316
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0.07181526
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.026137709
0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.052952123
1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.072491964
0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.083657588
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.076129251
0,1,1,0,0,1,1,1,0,0,0,0,1,1,0.013703265
1,0,0,1,1,1,0,1,1,0,1,1,1,1,0.056843174
0,1,0,0,1,1,1,0,0,1,0,0,1,1,0.068262561
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0.064117747
0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.065048215
1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.03916427
0,1,0,1,0,1,1,0,0,0,1,0,1,0,0.035019455
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.050752834
1,1,0,1,0,1,0,0,1,1,1,0,0,1,0.045000846
0,0,0,0,1,0,0,1,0,1,1,1,0,1,0.097868381
1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.102774488
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0.127474201
1,1,1,1,0,0,0,0,1,0,0,0,1,0,0.031128405
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.154119438
1,0,0,1,1,1,1,1,0,0,1,1,0,1,0.09093216
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.048468956
1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.055151413
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.068516325
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.046523431
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.028167823
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0.153696498
1,0,1,1,1,0,1,0,1,0,1,0,0,1,0.082642531
0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.117323634
1,1,1,1,0,0,0,0,0,1,1,1,0,0,0.115124344
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.089240399
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.035865336
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.070715615
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0.072830316
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.128996786
